"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Wang H.; Gu L.; Hong M.","Wang, Heyong (14038435000); Gu, Long (58880019900); Hong, Ming (56184139000)","14038435000; 58880019900; 56184139000","Research on the correlation between the degree of digitization of manufacturing process links and economic benefits","2025","Business Process Management Journal","31","1","","298","339","1","10.1108/BPMJ-04-2023-0313","https://www.scopus.com/pages/publications/85201398176?origin=resultslist","South China University of Technology, Guangzhou, China","Wang H., South China University of Technology, Guangzhou, China; Gu L., South China University of Technology, Guangzhou, China; Hong M., South China University of Technology, Guangzhou, China","Purpose: This paper aims to provide a reference for the development of digital transformation from the perspective of manufacturing process links. Design/methodology/approach: This paper applies canonical correlation analysis based on digital technology patents in the key links of manufacturing industries (product design, procurement, product manufacturing, warehousing and transportation, and wholesale and retail) and the related indicators of economic benefits of regions in China. Findings: (1) The degree of digitalization of manufacturing process links is significantly correlated with economic benefits. (2) The improvement of the degree of digitalization in the “product design” link, the “warehousing and transportation” link, the “product manufacturing” link and the “wholesale and retail” link has significant impacts on the economic benefits of manufacturing industry. (3) The digital degree of the “procurement” link has no obvious influence on the economic benefits of manufacturing industry. Practical implications: The research results can provide reference for the formulation and implementation of micro policies. The strategy of improving the level of digital transformation of key links of manufacturing industry is put forward to better promote both the digital transformation of manufacturing industry and economic development. Originality/value: This paper innovatively studies the relationship between digitalization of manufacturing process links and economic benefits. The findings can provide theoretical and empirical support for the digital transformation of China's manufacturing industry and high-quality development of economy. © 2024, Emerald Publishing Limited.","Canonical correlation analysis; Digitization; Manufacturing industry; Manufacturing process links","","M. Hong; South China University of Technology, Guangzhou, China; email: ming@scut.edu.cn","","Emerald Publishing","14637154","","","","English","Bus. Process Manage. J.","Article","Final","","Scopus","2-s2.0-85201398176"
"Wan P.; Zhao X.; Xu Q.","Wan, Peng (57205268235); Zhao, Xinyuan (59394951600); Xu, Qingqing (59394986500)","57205268235; 59394951600; 59394986500","Research on Pricing and Extended Warranty Strategy of E-commerce Products under Hybrid sales model","2024","ACM International Conference Proceeding Series","","","","285","291","0","10.1145/3705618.3705668","https://www.scopus.com/pages/publications/85216789088?origin=resultslist","Qingdao University of Technology, Shandong, Qingdao, China","Wan P., Qingdao University of Technology, Shandong, Qingdao, China; Zhao X., Qingdao University of Technology, Shandong, Qingdao, China; Xu Q., Qingdao University of Technology, Shandong, Qingdao, China","In this paper, we consider a manufacturer selling products on an e-commerce platform using a hybrid sales model, construct three decision models based on different providers of extended warranty for the products, respectively, conduct a game analysis to determine the optimal decisions of the manufacturer and the e-commerce platform, and compare the product pricing and extended warranty strategies of the different models, and analyze the impact of the relevant parameters on the decisions.The results of the study show that for manufacturers, it is optimal for e-commerce platforms to provide extended warranties when the market expansion effect of extended warranties on product demand is weak, and vice versa; the intensity of competition between manufacturers and e-commerce platforms raises the wholesale price of the product, which in turn pushes up the selling price of the product; and the impact of the potential market share of resale channels on the profits of both parties is more pronounced, and manufacturers and e-commerce platforms are concerned with thecompetition for market share. © 2024 Copyright held by the owner/author(s).","E-commerce platforms; Extended warranty services; Pricing decisions; Sales models; Stackelberg game","Commerce; Costs; Sales; Smart manufacturing; Commerce platforms; E- commerces; E-commerce platform; Extended warranties; Extended warranty service; Hybrid sales; Pricing decision; Sale model; Stackelberg Games; Warranty service; Marketplaces","X. Zhao; Qingdao University of Technology, Qingdao, Shandong, China; email: qutzxy@126.com","","Association for Computing Machinery","","979-840071185-5","","","English","ACM Int. Conf. Proc. Ser.","Conference paper","Final","","Scopus","2-s2.0-85216789088"
"Bagri A.; Bhise P.; Padvi S.; Deshmukh S.","Bagri, Aakriti (59984999400); Bhise, Payal (59984550400); Padvi, Salvin (59984106900); Deshmukh, Sapana (59984776900)","59984999400; 59984550400; 59984106900; 59984776900","FARMFUSION AGRI PLATFORM: An Integrated ML-Driven Farmer-Consumer Marketplace with Optimized Product Discovery and Certificate Verification","2026","CCIC 2026 - Contemporary Computing Innovations Conference 2026","","","","","","0","10.1109/CCIC68129.2026.11485940","https://www.scopus.com/pages/publications/105038691113?origin=resultslist","JSPM'S Rajarshi Shahu College of Engineering, Department of Computer Engineering, Maharashtra, Pune, 411033, India","Bagri A., JSPM'S Rajarshi Shahu College of Engineering, Department of Computer Engineering, Maharashtra, Pune, 411033, India; Bhise P., JSPM'S Rajarshi Shahu College of Engineering, Department of Computer Engineering, Maharashtra, Pune, 411033, India; Padvi S., JSPM'S Rajarshi Shahu College of Engineering, Department of Computer Engineering, Maharashtra, Pune, 411033, India; Deshmukh S., JSPM'S Rajarshi Shahu College of Engineering, Department of Computer Engineering, Maharashtra, Pune, 411033, India","This document introduces an innovative and efficient digital solution for a web-based agricultural platform aimed at addressing key challenges like limited market access, middleman interference, and inefficient supply chains. It combines e-commerce, product marketing, and real-time interaction into a smooth experience for both farmers and consumers. Some notable features include an interactive map interface that allows customers to find local farmers and view available products, Artificial Intelligence and Machine Learning-driven recommendation systems to improve user experience, and a flexible selling model that accommodates both retail and wholesale quantities, regardless of weight. Focusing on user-friendly design principles, the system provides intuitive dashboards, secure login options, and a scalable backend architecture. This document details the conceptual framework, system workflow, and expected benefits of the platform, which seeks to enhance transparency, boost farmer profits, and give consumers direct access to fresh agricultural products through an innovative and efficient digital solution.  © 2026 IEEE.","AgriTech Marketplace; AI-Driven Personalization; Location-Based Mapping; ML recommendation; Real-Time Analytics","Agricultural machinery; Agricultural products; Artificial intelligence; Electronic commerce; Human computer interaction; Information systems; Learning systems; Product design; Supply chains; User experience; User interfaces; Agritech marketplace; AI-driven personalization; Digital solutions; Location based; Location-based mapping; Market access; ML recommendation; Personalizations; Real-time analytics; Web based; Sales","","Madhavi K.R.; Linh N.T.D.; Singh T.P.","Institute of Electrical and Electronics Engineers Inc.","","979-831952966-4","","","English","CCIC - Contemp. Comput. Innov. Conf.","Conference paper","Final","","Scopus","2-s2.0-105038691113"
"Atef R.","Atef, Raed (60116281600)","60116281600","Leading in the metaverse: virtual innovation for leadership and team development","2026","Development and Learning in Organizations","40","2","","18","21","1","10.1108/DLO-07-2025-0275","https://www.scopus.com/pages/publications/105027129753?origin=resultslist","independent, Ramallah, Palestine","Atef R., independent, Ramallah, Palestine","Purpose – This paper examines how the metaverse, a convergence of virtual reality (VR), augmented reality (AR), and persistent digital platforms, can reshape leadership development and team collaboration. It evaluates opportunities and challenges, positioning the metaverse within established theories of leadership and adult learning. Design/methodology/approach – The study employs a qualitative, descriptive methodology using secondary data from scholarly research, case studies, and industry reports. Open coding and thematic analysis identified recurring patterns, which were synthesized with theories of experiential learning, emotional intelligence, and transformational leadership. Findings – Immersive simulations enhance emotional intelligence, adaptive leadership, and collaborative problem-solving across distributed teams. Gamification sustains motivation and supports innovation through virtual prototyping. However, barriers such as unequal access to digital infrastructure, cognitive fatigue, and overreliance on vendor-driven narratives limit effectiveness. A hybrid model, combining immersive tools with traditional development practices, emerges as the most effective approach for balancing engagement, inclusivity, and sustainability. Research limitations/implications – Relying solely on secondary data, the study calls for future longitudinal research to explore the psychological and organizational impacts of sustained metaverse use in leadership development. Practical implications – Organizations can leverage metaverse platforms to deliver scalable, interactive leadership programs but must prioritize digital inclusion and adopt hybrid strategies to mitigate risks. Social implications – If implemented equitably, the metaverse can broaden access to leadership development for geographically or economically disadvantaged groups, fostering greater inclusivity in organizational learning. Originality/value – The paper bridges metaverse applications with established theoretical frameworks. Rather than treating the metaverse as a wholesale replacement for leadership development, it positions immersive environments as complementary tools that democratize access to training while reinforcing essential leadership competencies. © 2025 Emerald Publishing Limited","Emotional Intelligence; Experiential Learning; Gamification; Leadership Development; Metaverse; Virtual Collaboration","","R. Atef; independent, Ramallah, Palestine; email: raed.drra@gmail.com","","Emerald Publishing","14777282","","","","English","Dev. Learn. Organ.","Article","Final","","Scopus","2-s2.0-105027129753"
"Wang C.-H.; Liu Y.; Pan Z.-Y.","Wang, Chen-hao (57208033651); Liu, Yong (57882578700); Pan, Zi-yi (57964678800)","57208033651; 57882578700; 57964678800","The impact of reference price effect on pricing decisions","2024","Asia Pacific Journal of Marketing and Logistics","36","5","","1150","1170","5","10.1108/APJML-07-2023-0685","https://www.scopus.com/pages/publications/85177218298?origin=resultslist","School of Business, Jiangnan University, Wuxi, China","Wang C.-H., School of Business, Jiangnan University, Wuxi, China; Liu Y., School of Business, Jiangnan University, Wuxi, China; Pan Z.-Y., School of Business, Jiangnan University, Wuxi, China","Purpose: The paper attempts to discuss the impact of reference price effect on pricing decisions. Design/methodology/approach: With the growth of the Internet and e-commerce, more and more customers purchase products in through online channels and choose products by comparing different prices and services, and the reference price effect has an impact on pricing decisions. To investigate the impact of consumers' reference price effect on the dual-channel supply chain, the authors establish a basic model consisting of a single dominant manufacturer and a single downstream retailer, and analyze the optional decisions under different situations and discuss the influence of reference price effect. Finally, a number case verifies the validity and rationality of the proposed model. Findings: The results show that (1) the reference price effect has varying effects on the price, channel demand and income of manufacturers and retailers in the channel depending on the role of customers' channel preferences. (2) The manufacturer's online channel demand and profits always increase with the reference pricing effect, whereas the retailer's offline demand and profits always decline. (3) When the proportion of consumers preferring offline is higher, the manufacturer's network price and wholesale price increase with the reference price effect, while the retailer's retail price decreases with the reference price effect; when the proportion of consumers preferring offline is lower, the opposite is true, and the centralized decision results are consistent with the decentralized decision results. Practical implications: This paper can clarify the impact of consumer reference price effects on the operation of dual-channel supply chains, and help inform pricing decisions of manufacturers and retailers in dual-channel supply chains. Originality/value: The proposed approach can well analyze the impact of consumer reference price effect and give channel their optional decisions. © 2023, Emerald Publishing Limited.","Dual-channel supply chain; Offline demand; Pricing; Reference price effect","","Y. Liu; School of Business, Jiangnan University, Wuxi, China; email: clly1985528@163.com","","Emerald Publishing","13555855","","","","English","Asia Pac. J. Mark. Logist.","Article","Final","","Scopus","2-s2.0-85177218298"
"Jiang L.; Yao A.; Li W.; Wei Q.","Jiang, Lin (59144149700); Yao, Aibo (59143494600); Li, Wei (56459182400); Wei, Qi (55604338100)","59144149700; 59143494600; 56459182400; 55604338100","Blockchain technology empowers the cross-border dual-channel supply chain: Introduction strategy, tax differences, optimal decisions","2024","Computers and Industrial Engineering","195","","110431","","","24","10.1016/j.cie.2024.110431","https://www.scopus.com/pages/publications/85200322763?origin=resultslist","School of Management, Wuhan University of Science and Technology, Wuhan, Hubei, 430070, China; School of Economics and Trade, Hunan University, Changsha, Hunan, 410006, China; Hunan Key Laboratory of Logistics Information and Simulation Technology, Changsha, Hunan, 410006, China; School of Business Administration, Guangdong University of Finance and Economics, Guangzhou, Guangdong, 510320, China","Jiang L., School of Management, Wuhan University of Science and Technology, Wuhan, Hubei, 430070, China; Yao A., School of Management, Wuhan University of Science and Technology, Wuhan, Hubei, 430070, China; Li W., School of Economics and Trade, Hunan University, Changsha, Hunan, 410006, China, Hunan Key Laboratory of Logistics Information and Simulation Technology, Changsha, Hunan, 410006, China; Wei Q., School of Business Administration, Guangdong University of Finance and Economics, Guangzhou, Guangdong, 510320, China","Fueled by the widespread adoption of blockchain technology in supply chain management and international trade, this paper develops a cross-border dual-channel supply chain consisting of a domestic manufacturer, a domestic cross-border e-commerce company, and an overseas physical store. This paper aims to explore the impacts of tax differences, market competition intensity, consumers’ sensitivity to products with blockchain attributes, blockchain technology investment costs, and production quantity deviations on the strategies for adopting blockchain technology. Through simulation analysis, this study compares blockchain investment efforts, wholesale prices, retail prices, and the profits generated by supply chain members across different scenarios. The results show that when production quantity deviations are greater than 0, the domestic manufacturer's adoption of blockchain technology provides free-riding benefits to other supply chain members, thereby enhancing the overall profitability of the supply chain. However, the introduction of blockchain technology by the domestic manufacturer does not always yield benefits; when the production quantity deviations are less than 0 and the blockchain investment cost coefficient is too high, it decreases the willingness of the domestic manufacturer to adopt blockchain technology. Moreover, from a profit maximization perspective, regardless of the changes in production quantity deviations and whether the domestic manufacturer introduces blockchain technology, both the domestic cross-border e-commerce company and the overseas physical store should adopt blockchain technology. Finally, The five influencing factors mentioned earlier will, to some extent, affect the profits and decision-making of supply chain members, suggesting that these members should vigilantly track these variables. © 2024 Elsevier Ltd","Blockchain technology; Cross-border dual-channel supply chain; Stackelberg game; Supply chain management; Tax differences","Blockchain; Competition; Costs; Decision making; Electronic commerce; International trade; Investments; Profitability; Taxation; Block-chain; Blockchain technology; Cross-border; Cross-border dual-channel supply chain; Domestic manufacturers; Dual-channel supply chains; E- commerces; Production quantity; Stackelberg Games; Tax difference; Supply chain management","Q. Wei; School of Business Administration, Guangdong University of Finance and Economics, Guangdong, Guangzhou, 510320, China; email: weiqiok@gdufe.edu.cn","","Elsevier Ltd","03608352","","CINDD","","English","Comput Ind Eng","Article","Final","","Scopus","2-s2.0-85200322763"
"Liu J.; Li A.; Hou P.; Chang S.","Liu, Jing (60216050500); Li, Anqi (57556947900); Hou, Pengwen (56579783800); Chang, Shuhua (55713455600)","60216050500; 57556947900; 56579783800; 55713455600","The online retail channel structure with bidirectional free-riding effect","2025","Electronic Commerce Research and Applications","74","","101561","","","0","10.1016/j.elerap.2025.101561","https://www.scopus.com/pages/publications/105023287326?origin=resultslist","Coordinated Innovation Center for Computable Modeling in Management Science, Tianjin University of Finance and Economics, Tianjin, 300222, China; School of Management, Tianjin University of Commerce, Tianjin, 300134, China; Research Center for Management Innovation and Evaluation, Tianjin University of Commerce, Tianjin, 300134, China; Business School, Nankai University, Tianjin, 300071, China; Zhujiang College, South China Agricultural University, Guangzhou, 510900, China; Department of Mathematics, Tianjin Renai College, Tianjin, 301636, China","Liu J., Coordinated Innovation Center for Computable Modeling in Management Science, Tianjin University of Finance and Economics, Tianjin, 300222, China, Department of Mathematics, Tianjin Renai College, Tianjin, 301636, China; Li A., School of Management, Tianjin University of Commerce, Tianjin, 300134, China, Research Center for Management Innovation and Evaluation, Tianjin University of Commerce, Tianjin, 300134, China; Hou P., Business School, Nankai University, Tianjin, 300071, China; Chang S., Coordinated Innovation Center for Computable Modeling in Management Science, Tianjin University of Finance and Economics, Tianjin, 300222, China, Zhujiang College, South China Agricultural University, Guangzhou, 510900, China","An increasing number of merchants sell products through dual channels on a platform, whose services (such as marketing, operations, warehousing, and payment) significantly enhance market demand. Sellers (merchants and platforms) can ride the service efforts of another channel for free, which is unexplained by existing theories. This paper develops a game to study the online channel structure on retail price and service effort. We systematically identify four strategic scenarios: single channel (resale and agency), independent dual channels, dual channels with unidirectional free-riding, and dual channels with bidirectional free-riding. Opening dual channels from a single channel can offer valuable flexibility to startups and merchants, but it can also intensify competition between channels. We emphasize the flexibility of dual channels, as a low commission allows companies to transfer sales between channels, alleviating the inefficiency of double marginalization and increasing the motivation for the platform to strive to provide diversified services. Conversely, under a high commission rate, it is not feasible to open up dual channels, whether to prevent wholesale price hikes or to suffer from the failure of service effort incentives, especially when the platform engages in free-riding. The free-riding of online dual channels has dual characteristics in terms of direction and effect. When the merchant free-rides, the level of service effort and sales improve, but the service decentralization effect is disrupted by the strategic increase in wholesale prices as the free-riding intensifies. We confirm that the direction and strength of free-riding behavior should be maintained in a non-linear relationship, benefiting both parties conditionally. Intuitively speaking, one who takes the initiative to free-ride is always better off with the service effort from another channel. The result is not so, as the loss of increased competition caused by merchants through the agency channel is much higher than the increased profits of encroaching on dual channels. The study provides insights for the platform and merchants to guide the services and pricing under the complex free-riding, further adjust channel structure for encroachment and competition. © 2025 Elsevier B.V.","Bidirectional free-riding effect; Channel structure; E-commerce platform; Online retailing; Supply chain management","Competition; Costs; Electronic commerce; Information systems; Sales; Bidirectional free-riding effect; Chain management; Channel structures; Commerce platforms; Dual channel; E-commerce platform; Free-riding; Online retailing; Single channels; Whole sale prices; Supply chain management","A. Li; School of Management, Tianjin University of Commerce, Tianjin, 300134, China; email: lianqi1@tjcu.edu.cn","","Elsevier B.V.","15674223","","","","English","Elect. Commer. Res. Appl.","Article","Final","","Scopus","2-s2.0-105023287326"
"Yuan M.; Qiu R.; Sun M.; Shao S.; Fan Z.-P.; Xu H.","Yuan, Mingli (58863726000); Qiu, Ruozhen (8326571000); Sun, Minghe (7403181421); Shao, Songshi (20436669500); Fan, Zhi-Ping (7402099381); Xu, Henry (56144076600)","58863726000; 8326571000; 7403181421; 20436669500; 7402099381; 56144076600","Blockchain implementation decisions in a dual-channel supply chain under different market power structures","2025","International Journal of Production Research","63","14","","5238","5262","19","10.1080/00207543.2025.2476712","https://www.scopus.com/pages/publications/105000343998?origin=resultslist","School of Business Administration, Northeastern University, Shenyang, China; National Frontiers Science Center for Industrial Intelligence and Systems Optimization, Northeastern University, Shenyang, China; Department of Management Science and Statistics, Carlos Alvarez College of Business, University of Texas at San Antonio, San Antonio, TX, United States; College of Naval Architecture and Ocean Engineering, Nava University of Engineering, Wuhan, China; UQ Business School, University of Queensland, Brisbane, Australia","Yuan M., School of Business Administration, Northeastern University, Shenyang, China; Qiu R., School of Business Administration, Northeastern University, Shenyang, China, National Frontiers Science Center for Industrial Intelligence and Systems Optimization, Northeastern University, Shenyang, China; Sun M., Department of Management Science and Statistics, Carlos Alvarez College of Business, University of Texas at San Antonio, San Antonio, TX, United States; Shao S., College of Naval Architecture and Ocean Engineering, Nava University of Engineering, Wuhan, China; Fan Z.-P., School of Business Administration, Northeastern University, Shenyang, China, National Frontiers Science Center for Industrial Intelligence and Systems Optimization, Northeastern University, Shenyang, China; Xu H., UQ Business School, University of Queensland, Brisbane, Australia","The increasing concerns over product safety and adulteration risks have heightened the need for traceability and transparency in supply chains. Blockchain technology provides a potential solution, but its adoption involves costs and strategic decisions about information disclosure. This study investigates a dual-channel supply chain consisting of a supplier and a retailer under four blockchain technology adoption scenarios and two market power structures, where the supplier uses a price-matching policy in the online channel. Stackelberg game models are formulated, and backward induction is used to derive equilibrium decisions on retail price, wholesale price, and amount of blockchain-linked information. The supplier and retailer equilibrium decisions and profits are analyzed and compared across different blockchain technology adoption scenarios and market power structures. Numerical analyses are used to verify the main theoretical results and examine the influences of the parameter values on the equilibrium results. The findings reveal the supplier’s strong incentive to adopt blockchain technology and the retailer’s decision complexity influenced by factors such as consumer shopping convenience, consumer preferences, and retailer competitive position. Additionally, the findings underscore the supplier profitability potential through the traditional retail channel and the value of the price-matching policy to optimise profits for both the supply chain members. © 2025 Informa UK Limited, trading as Taylor & Francis Group.","blockchain technology adoption; dual-channel supply chain; E-commerce; market power structure; price-matching policy","Costs; Electronic commerce; Profitability; Sales; Supply chains; Block-chain; Blockchain technology adoption; Dual-channel supply chains; Market Power; Market power structure; Matchings; Power structures; Price-matching policy; Product-safety; Technology adoption; Blockchain","R. Qiu; Shenyang, No.195, Chuangxin Road, Hunnan District, 110169, China; email: rzqiu@mail.neu.edu.cn","","Taylor and Francis Ltd.","00207543","","IJPRB","","English","Int J Prod Res","Article","Final","","Scopus","2-s2.0-105000343998"
"Cheng Y.","Cheng, Yongwei (57193081746)","57193081746","Live-Streaming Commerce in the Supply Chain with Equity Cooperation: Independent or Cooperative?","2024","Mathematics","12","15","2334","","","2","10.3390/math12152334","https://www.scopus.com/pages/publications/85200776512?origin=resultslist","School of Business, East China University of Science and Technology, Shanghai, 200237, China","Cheng Y., School of Business, East China University of Science and Technology, Shanghai, 200237, China","Live-streaming commerce (LSC) has been adopted by an increasing number of supply-chain enterprises to enhance their market competitiveness. However, the question of who will lead live-streaming e-commerce in the supply chain (SC-LSC) is a key issue, especially when there is equity cooperation between upstream and downstream enterprises. Three main SC-LSC models are examined: independent SC-LSC run by manufacturers, independent SC-LSC run by retailers, and cooperatively run SC-LSC. Then, a novel LSC demand function composed of online popularity, price discount and sales conversion rate is proposed. Furthermore, four scenarios have been comprehensively investigated considering whether there is an online-to-offline drainage effect and whether there is equity cooperation. Regardless of the scenario, having both parties reach an agreement on a given SC-LSC model is difficult, and even equity cooperation cannot promote SC-LSC cooperation. In most cases, manufacturers tend to offset the losses caused by the drainage effect by adopting high wholesale prices, which will in turn exacerbate retailers’ resistance to SC-LSC. These findings provide insight into how LSC is modeled and how LSC can be better implemented in various types of supply chains such as that of Gree Electric. © 2024 by the author.","drainage effect; equity cooperation; game theory; live streaming; supply chain","","Y. Cheng; School of Business, East China University of Science and Technology, Shanghai, 200237, China; email: chehan1986@126.com","","Multidisciplinary Digital Publishing Institute (MDPI)","22277390","","","","English","Mathematics","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85200776512"
"Wang J.; Peng J.; Zhu K.; Zhuo W.","Wang, Jingru (57208347188); Peng, Jiawu (57193349797); Zhu, Kuanyun (56708011000); Zhuo, Wenyan (57191156594)","57208347188; 57193349797; 56708011000; 57191156594","Strategic demand information sharing in an e-commerce supply chain: The effect of the supplier's pricing timing","2024","Managerial and Decision Economics","45","8","","5740","5756","2","10.1002/mde.4350","https://www.scopus.com/pages/publications/85200952457?origin=resultslist","School of Information and Mathematics, Yangtze University, Hubei Province, Jingzhou, China; Science and Technology on Information Systems Engineering Laboratory, National University of Defense Technology, Hunan Province, China; School of Marketing and Logistics Management, Nanjing University of Finance and Economics, Nanjing, Jiangsu Province, China","Wang J., School of Information and Mathematics, Yangtze University, Hubei Province, Jingzhou, China; Peng J., Science and Technology on Information Systems Engineering Laboratory, National University of Defense Technology, Hunan Province, China; Zhu K., School of Information and Mathematics, Yangtze University, Hubei Province, Jingzhou, China; Zhuo W., School of Marketing and Logistics Management, Nanjing University of Finance and Economics, Nanjing, Jiangsu Province, China","The paper studies strategic demand information sharing on online retail platforms and explores how it is influenced by the wholesale pricing timing. The supplier sells the product under a wholesale price contract indirectly and by paying a proportional commission fee directly. We investigate both ex ante and ex post information sharing arrangements. Under each arrangement, the supplier needs to determine the sequence of the wholesale price setting and the information sharing stage. We find that (1) under ex ante information sharing, if the supplier sets the wholesale price before, the online platform always shares private information; otherwise, it prefers to share only when the commission fee is large. Interestingly, the online platform's information sharing incentive is independent of signal accuracy and market variability. (2) Under ex post information sharing, the online platform may manipulate the signal shared with the supplier. We characterize the conditions and influencing factors of truthful information sharing. (3) If the conditions for information sharing can be achieved, the supplier prefers to set the wholesale price later. Otherwise, the supplier sets the wholesale price before inducing the online platform to share information. © 2024 John Wiley & Sons Ltd.","","","W. Zhuo; School of Marketing and Logistics Management, Nanjing University of Finance and Economics, Nanjing, Jiangsu Province, 210023, China; email: zhuo13856294306@163.com","","John Wiley and Sons Ltd","01436570","","","","English","Manage. Decis. Econ.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85200952457"
"Xia Y.; Zhang T.; Bi L.; Wu C.","Xia, Yu (57193534941); Zhang, Tingting (57250782300); Bi, Lingling (60344349100); Wu, Chuanliang (57844411100)","57193534941; 57250782300; 60344349100; 57844411100","Joint decision-making on product quality and sales mode of e-commerce supply chain considering online reviews; [考虑在线评论的电商供应链商品质量与销售模式联合决策]","2026","Journal of Industrial Engineering and Engineering Management","40","1","","287","298","0","10.13587/j.cnki.jieem.2026.01.020","https://www.scopus.com/pages/publications/105028195329?origin=resultslist","School of Management and Economics, University of Electronic Science and Technology of China, Chengdu, 611731, China; School of Business, Shanghai University of Finance and Economics, Shanghai, 200433, China","Xia Y., School of Management and Economics, University of Electronic Science and Technology of China, Chengdu, 611731, China; Zhang T., School of Business, Shanghai University of Finance and Economics, Shanghai, 200433, China; Bi L., School of Business, Shanghai University of Finance and Economics, Shanghai, 200433, China; Wu C., School of Business, Shanghai University of Finance and Economics, Shanghai, 200433, China","Online reviews serve as a crucial nexus between products, e-sellers, consumers, and platforms in e-commerce. These third-party evaluations help mitigate consumers′ information asymmetry about product quality significantly affect their purchase decisions. Thus, online reviews also have significant impacts on firms′ operational behaviors, usually predicated on product quality and consumer behavior. On the one hand, for e-commerce platforms, selling format decisions are critical. There exist two common selling formats: a wholesale model and an agency model. In the wholesale model, the e-seller transfers products to the platform at a certain wholesale price, and the platform resells the products to consumers. In the agency model, e-sellers sell products directly to consumers through the platform and pay service fees to the platform. In practice, different e-commerce platforms adopt different online review systems and selling formats. For example, Taobao, who adopts the agency model, divides the online reviews into good, medium and bad reviews in the online review system, while Vip. com, who adopts the wholesale model, and Tmall, who also adopts the agency model, use “star” to evaluate products, which blurs the concept of good and bad reviews. On the other hand, for e-sellers, product quality is a key aspect of consideration when consumers purchasing a product. In brick-and-mortar stores, consumers can experience products and identify product quality immediately. However, it is difficult for them to obtain the accurate quality information when shopping online, hurting the trust between e-sellers and consumers. Consequently, it′s reasonable to ponder whether online reviews truly enhance the quality of products on e-commerce platforms and if so, what mechanism drives this impact. Moreover, one might also wonder about the effect of online reviews on the sales model decisions of e-commerce platforms. To answer these questions, this study examines an e-commerce supply chain composed of one e-commerce platform and two e-sellers. Both e-sellers market their products through the platform, the two products are partially substitutable. We consider two sales models: a wholesale model and an agency model and further assume two types of consumers exist: loyal consumers, who consistently buy products produced by a particular e-seller, and general consumers, who choose between two products according to their own utility, considering both the quality and fit attributes of the products. We use the Hotelling model to describe the fit attributes of products and assume that e-sellers determine the product quality attributes. Enhancing product quality incurs a cost to the e-sellers. To encapsulate the characteristics of online reviews, we further assume that consumers lack precise information about product quality and fit. However, they can access this information through online reviews and infer product attributes based on these signals. We derive the products′ demand function from the consumers′ utility function and derive the profit functions of e-sellers and the e-commerce platform. These functions serve as the basis for our dynamic game model between the platform and the two e-sellers. The first step of the game involves the e-sellers setting their product quality. The second step involves setting the wholesale price (wholesale model) or profit margin (agency model) of the products according to the sales model. In the final step, the product price is set by either the platform (wholesale model) or the e-sellers (agency model), depending on the sales model. We obtain a closed-form equilibrium solution for the game using backward induction. Based on the equilibrium solutions, we compare the equilibria of different models and use a comparative static analysis to examine the impact of online reviews on the quality, price, and sales model of the e-commerce supply chain. The results show that online reviews intensify the quality competition among e-sellers, compelling them to improve product quality and increase consumer demand. However, if the competition between e-sellers is too fierce, the increased consumer demand cannot compensate for the loss incurred by e-sellers in their quest to improve quality. Hence, online reviews may undermine the efficiency of the e-commerce supply chain. Furthermore, online reviews can alter e-sellers′ preferences for sales models, which subsequently affects their choice of platforms. This study provides novel managerial insights. E-commerce platforms need to design their commenting systems in alignment with their strategic positioning. For platforms focusing on product quality, enhancing the information quality of the comment system is necessary. Conversely, if the platform′s strategy emphasizes cost-effectiveness, reducing the information quality of the comment system may be the optimal decision. For e-sellers, if the cost of improving product quality is relatively low, they need not necessarily enhance the information quality of online reviews. © 2026 Zhejiang University. All rights reserved.","Agency mode; Fake reviews; Game theory; Wholesale mode","","","","Zhejiang University","10046062","","","","Chinese","J. Industrial Eng. Eng. Management","Article","Final","","Scopus","2-s2.0-105028195329"
